Questions,Category
"Ano ang Tagalog ng ""cat""?",Description
Ano ang tawag sa taong walang magawa?,Description
Ano ang masasabi mo sa isyu ng Climate Change?,Description
Bakit may mga taong baliw?,Description
Bakit ayaw ko sa kanya?,Description
Bakit hindi mabuting asal ang magsinungaling?,Description
Paano mo mapapa-ibig sa iyo ang isang taong wala naming gusto sa iyo?,Description
Paano ba kumanta ng Korean na kanta?,Description
Paano ba maging isang mabuting manunulat?,Description
Alin sa mga ito ang gusto mong bilhin?,Description
Ano ang mga patakaran ng larong Chinese Garter?,Description
Ano ang gawain ng isang guro?,Description
Bakit isa lang ang pwedeng maging asawa ng isang tao?,Description
Bakit buhay ang tawag sa hindi patay?,Description
Bakit maitim ang uwak?,Description
Paano pumunta ng Maynila?,Description
Paano ba mag-ayos ng gripo?,Description
Paano magkaroon ng magandang girlfriend?,Description
Ano nga ba ang tamang kasagutan sa katanungang ito?,Description
Ano ang sabi ng isang doctor sa kanyang pasyenteng pila?,Description
Ano ang kahalagahan ng buhay kung walang tunay na pag-ibig?,Description
Ano sa tingin mo ang panglaban natin sa kampon ng kadiliman?,Description
Bakit natin minamahal ang mga taong di tayo kayang mahalin?,Description
Bakit mahirap manalo sa isang beauty pageant?,Description
Bakit magkaiba ang pribilehiyo ng mga may pera at ng mga kabos?,Description
Bakit sinasayang ng ibang tao ang kanilang buhay?,Description
Paano ba natutukoy ang tunay na intensyon ng isang tao?,Description
Paano natin mailalahad ang katotohanan kung may hadlang sa pakay natin?,Description
Paano mo ipapakita na mahal mo siya?,Description
Paano niya nagawang magtaksil sa kanyang pamilya?,Description
Kailan natin maihahandog ang kagandahan ng ating bansa sa mundo?,Description
Kailan ba mapapatawad ang taong nagtaksil sa iyong puso?,Description
Sino ang tatawagin ko kapag wala ka?,Description
Ano ang sagot mo sa tanong ko?,Description
Ano ang nangyari sa atin?,Description
Ano ang ibig sabihin ng nakita ko?,Description
Bakit ka pa nakita?,Description
Bakit ka pa nakilala?,Description
Bakit di pa kunin ng alien ang mga tao?,Description
Paano ko sasabihin?,Description
Paano ko aaminin?,Description
Paano pag nalaman mo?,Description
Sino ba sila?,entity
Alin dito ang gusto mo?,entity
Alin ba riyan?,entity
Sino ba sila?,entity
Alin sa dalawa ang pipiliin mo?,entity
Alin ba dito ang kailangan ko?,entity
Sino ang kasama mo?,entity
Alin dito ang nakakatulog? ,entity
Alin dito ang tunay?,entity
Alin sa mga isda ang nagpapanggap lamang?,entity
Alin sa aming dalawa ang gusto mo?,entity
Alin ba ang mas matimbang para sayo?,entity
Alin sa mga ito ang gusto mo?,entity
Ano ang pangalan ng aso mo?,entity
Alin sa mga pagpipilian ang pipiliin mo?,entity
Sino sa inyo ang may mahabang lapis?,entity
Alin sa mga sapatos ang pinakagusto mo?,entity
Alin dito ang masayang gawin?,entity
Alin dyan ang mas bagay sa suot ko ngayon?,entity
Sino ang may gusto sa kanya?,entity
Alin samin ang mas maganda?,entity
"Alin ang mas gusto mo, papaya o saging?",entity
Alin diyan ang mas gusto mo?,entity
Sino ang mas tama?,entity
Alin sa mga hawak ko ang gusto mo?,entity
Alin ba ang mas mura?,entity
Alin kaya ang mas tama?,entity
Bakit ba ako nag UP? ,entity
Paano mo ipapaliwanag ang lahat? ,entity
Alin sa mga ito ang nagustuhan mo? ,entity
Alin ang naiiba? ,entity
"Ano ang pipiliin mo, gatas na choco o choco na gatas?",entity
"Alin ang pipiliin mo, kanan o kaliwa?",entity
"Alin ang bibilhin mo, gatas o juice?",entity
"Alin ang gusto mo, matulog o kumain? ",entity
"Ano ang mas pipilion mo, Nike o Sketchers?",entity
"Ano ang mas mahalaga sa iyo, ang stickers o bracelets?",entity
Paano mo aayusin ang sistema ng pamahalaan sa Greece?,entity
Paano mo palalaguin ang Camp Sawi upang ito ay maging kabighabighani sa mga turista?,entity
Alin ang mas mahalaga laptop o celpon?,entity
"Alin ang hindi masayang gawin, ang bungee jumping o skydiving?",entity
Bakit sa UP ka nag-aaral?,entity
Alin ang gusto mong kainin?,entity
Ano ang mas mahalaga sayo ang pag-ibig o ang pagka-kaibigan natin?,entity
Alin dyan ang dapit ilagay sa loob ng sasakyan?,entity
Alin ba dito ang mga gamit mo?,entity
Paano tayo na punta dito?,entity
Paano kayo na punta dito?,entity
Paano sila na punta dito?,entity
Sino tayo?,entity
Sino kayo?,entity
Sino sila?,entity
Alin ang tama?,entity
Alin ang tunay?,entity
Alin ang totoo?,entity
Anong klaseng pamilya ang kinalakihan mo?,entity
Bakit ka nabubuhay?,entity
Bakit kailangan mong sundin ang social norms?,entity
Alin sa dalawa ang gusto mo?,entity
Alin sa mga kendi na iyan ang pinakamapait?,entity
Ano ang paborito mong pampalipas-oras?,entity
Alin ang iyong pinakamamahaling bag?,entity
Alin ang pinakamaganda sa mga nabili ko?,entity
Alin diyan ang gusto mo?,entity
Alin ang naiiba?,entity
Alin ang tama?,entity
Alin dito sa apat na tuta ang pipiliin ko?,entity
Ano ang kaya mo i-give-up para sa pamilya?,entity
"Ano ang nauna, itlog o manok?",entity
"Alin ang mas gusto mo, pizza or fries?",entity
"Alin ang mas maganda, sunrise o sunset?",entity
"Alin ang gusto mong pumuti, ngipin o kili-kili?",entity
Sino ang gusto mong pasalamatan?,entity
"Alin ang mas mabango, rosas o sampaguita?",entity
"Alin ang pipiliin mong tsokolate, Hershey's o Goya?",entity
"Alin ang mas masarap, Oreo o Cream-O?",entity
Sino ang pinakamagandang tao sa mundo?,entity
Alin sa mga kapatid mo ang mas close ka?,entity
Ano ang paborito mong pagkain?,entity
Ano ang paborito mong kulay?,entity
Paano mo malalaman pangalan ko?,entity
Paano mo malalaman ang year level ko?,entity
Sino ang papakasalan mo?,entity
Alin ang mas maganda?,Entity
Alin ang mas gusto mo?,Entity
Aling bahay ang gusto mo?,Entity
Alin ang naiba?,Entity
Alin sa tatlo ang mas napupusuan mo?,Entity
Alin sa mga ito ang kinatatakutan mo?,Entity
"Alin ang naiiba, sunsilk, cream silk, rejoice, o head and shoulders?",Entity
Ano ang nagpapaligaya sa iyo?,Entity
Alin ang na iba?,Entity
"Sino ang pipiliin mo, ang maganda o ang matalino?",entity
"Alin ang mas importante, ang matataas na marka o ang galing sa pagdiskarte?",Entity
Alin ba sa mga iyon ang pinakanagustuhan mo?,Entity
Alin diyan ang ayaw mo?,Entity
alin gusto mong bibilhin sa dalawang ito?,Entity
aling damit ang bagay sa akin?,Entity
alin kaya sa kulay na ito ang bagay sa theme backround?,Entity
saan banda gusto mo e ayos natin?,Entity
Ano ang tawag sa babaeng malas sa pag-ibig?,Entity
Alin dito ang gusto mo?,Entity
Alin sa mga nabanggit ang pipiliin mo?,Entity
Alin ang naiba sa dalawang larawan?,Entity
Ano ang brand ng cellphone mo?,Entity
"Ano ang gusto mong regalo, cellphone o sapatos?",Entity
Alin dito ang dadalhin natin para kay Mam Jane?,Entity
Alin sa mga pantalon na ito ang Levi's ang brand?,Entity
Alin sa mga ito ang kinuha ni Paul?,Entity
Alin ang gagawin mo para kay Adolf Hitler?,Entity
Alin dito ang nagawa kong mali? ,Entity
Alin sa mga sinabi mo ang tama? ,Entity
Alin sa mga sinabi mo ang dapat kong paniwalaan? ,Entity
Ano ang kulay ng iyong buhok?,Entity
Ano ang tanging nag-papasaya sa iyo?,Entity
"Alin ang mas magandang libangan, sa dagat o sa museo?",Entity
Alin ang mga gusto mong kainin?,Entity
Alin sa ito ang tamang sagot?,Entity
Alin ang nasa bahay?,entity
Ano ang iyong iniisip?,Entity
Alin sa limang bagay ang mas gusto mo?,Entity
Alin ang dapat masunod?,Entity
Alin ang mas mahalaga?,Entity
Alin ang mas gusto mo Jollibee o Mcdo?,Entity
Alin sa mga guro mo ang iyong paborito?,Entity
Alin sa mga bag ang bibilhin mo?,Entity
Alin ang naiba?,Entity
"Alin ang gusto mo, Dota o ako?",Entity
Alin ang mas mahalaga?,Entity
Ano ang nandiyan sa isip mo?,Entity
Ano ang kulay ng damit mo?,Entity
Alin sa dalawang damit ang pipiliin mo?,Entity
Alin sa dalawang hayop anh gusto mo?,Entity
Alin sa mga tanong ang sasagutin mo?,Entity
Ano ang nilalaro mo?,entity
Sino iyang kasama mo?,Entity
Sino ang ipinalit mo sa akin?,Entity
Sino ang pipiliin mo mahal mo o mahal ka?,Entity
"Alin ang gusto mo, tubig, tsaa o kape?",Entity
"Alin ang bagay sa aking bistida, saya o pantalon?",Entity
"Alin ba sa tatlo gusto mong asignatura agham, matematika o antropolohiya?",Entity
Ano ba talaga ang gusto mo sa akin?,Entity
Alin sa amin ang pipiliin mo?,Entity
Ano ang gusto mong hingin?,Entity
Ano ang nilalaro mo?,Entity
"Alin ang gusto mo, tubig, tsaa o kape?",Entity
"Alin ang bagay sa aking bistida, saya o pantalon?",Entity
"Alin ba sa tatlo gusto mong asignatura agham, matematika o antropolohiya?",Entity
Ano ang meron sa kanya na wala ako?,Entity
Paano kita iibigin?,Entity
Alin ang mas matimbang sa aming dalawa?,Entity
Alin sa kanila ang mas maganda?,Entity
Alin ang tinutukoy mo?,Entity
Ano ang kinain mo?,Entity
Alin dito ang gusto mo?,Entity
Alin ang kailangan mo?,Entity
Alin ang gusto mong bilhin?,Entity
Ano nanaman ba ang kinain mo?,Entity
Anong puno ang hindi pwede akyatin?,Entity
Anong hayop ang kahawig ng mukha mo?,Entity
Alin dito ang gusto mo?,Entity
Alin sa mga cake na ito ang pinakamatamis?,Entity
Ano ba ang meron siya na wala ako?,Entity
Ano ang magandang inumin sa mainit na panahon?,Entity
Ano ang gustong panoorin ng pamilya mo tuwing gabi?,Entity
Sino nga ba talaga ang mauuna kung magkakarera ang isang pagong at isang kuneho?  ,Entity
Alin kaya sa mga kandidata ang mananaig at kokoronahan?,Entity
Alin sa mga istasyon ang magaling sa larangan ng pagbabalita?,Entity
Ano ang sagot sa tanong?,Entity
Kailan mo ba ako iiwan?,Entity
Sino ang pipiliin ko?,Entity
"Alin sa mga gulay ng ""bahay kubo"" ang kinakain mo?",Entity
Alin sa mga kulay ang pinakamatingkad?,Entity
Ano ang paborito mong pelikula?,Entity
Ano ang ulam mo noong tanghalian?,Entity
Ano kaya ang kulay ng lightsaber ni Rizal?,Entity
Sino ba ako para sa iyo?,Entity
Alin sa mga iyan ang tunay na bahay mo?,Entity
Ano ang paksa ng panitikan na itinuturing na pinakamahirap pag-aralan?,Entity
Alin sa mga kulay ng bahaghari ang pinakaunang nakikita ng ating mga mata?,Entity
Alin nitong mga bata ang nagsasabi ng totoo?,Entity
Saan tumitira ang aso kapag wala siyang may-ari?,Entity
Ano nga ba ang kailangan mo sa akin?,Entity
Ano ang gusto mong maabot sa buhay?,Entity
Ano nga bang meron siya na wala ako?,Entity
Sino nga ba siya sa buhay mo?,Entity
Ano ang iyong sagot?,Entity
Ano ba talaga?,Entity
Sino nga ba siya sa puso mo?,Entity
"Alin ang gusto mo, dota o ako?",Entity
"Alin ang pipilion mo, dota o ako?",Entity
Ano ang pangalan mo?,Entity
Ano ang hilig mo?,Entity
Ano ang gusto mo?,Entity
Alin Dito ang mas sulit?,Entity
Alin sa dalawa?,Entity
Alin ang mas mahirap?,Entity
Ano ang tamang sagot?,Entity
Ano ang ginagawa niya?,Entity
Ano ang kaya mong gawin?,Entity
Alin sa mga bagay na dala mo ang iyong gagamitin? ,Entity
Alin dito ang kakainin namin?,Entity
Alin doon ang mas kaya mong gawin?,Entity
Ano bang kulang sa 'kin?,Entity
Anong meron sa kanya na wala ako?,Entity
Anong pakiramdam ng laging naiiwan?,Entity
Alin sa mga katangian ko ang ayaw mo na?,Entity
Alin sa mga magagandang alaala ang kinalimutan mo na?,Entity
Alin sa mga katangian nya ang wala sa 'kin?,Entity
Alin ang gusto mo?,Entity
Anong hilig mong pagkain?,Entity
Alin dito ang gusto mo?,Entity
Alin dyaan ang walang kwenta para sayo?,Entity
Ano ba ang wala ako na meron sya?,Entity
"Alin ang mas masarap, cake sa Goldilocks o Red Ribbon?",Entity
"Alin ang mas malaki, si B1 o si B2?",Entity
"Alin ang mas masarap panghimagas, halo-halo o sorbetes?",Entity
Alin dito ang gusto mo?,Entity
Alin ba sa dalawang damit na ito ang mas maganda?,Entity
Alin dyan ang nais mo ng itapon?,Entity
alin ang naiba?,Entity
alin diyan ang gusto mo?,Entity
alin ba dito ang pinapabili ni mama?,Entity
"Ano ang mas mahalaga para sayo, seguridad o kalayaan?",Entity
"Alin ang mas mabigat, hustisya o ang paghiganti?",Entity
"Alin sa dalawa ang mas masarap, gatas na choco o choco na gatas?",Entity
"Alin ang mas mahalaga para sayo, kaligayahan o kayamanan?",Entity
Alin sa mga damit na ito ang gusto mo?,Entity
Alin sa mga sagot ang tama?,Entity
Alin dito ang kukunin mo?,Entity
"Ano ang importante, pag-aaral o lovelife?",Entity
"Ano ang nauna, manok o itlog?",Entity
Alin sa mga ito ang pipiliin mo?,Entity
Alin dito ang naiba?,Entity
Alin ang nasira?,Entity
Ano ang magandang iregalo sa boyfriend?,Entity
Ano ang kinakain ng tipaklong?,Entity
"Alin ang mas masakit, LDR o LMB?",Entity
"Alin ang mas mahalaga, lovelife o thesis?",Entity
"Alin ang matibay, Nike or Adidas?",Entity
Ano ang pinakamalaking ibon sa mundo?,Entity
Ano ba talaga ang gusto mo sa akin?,Entity
Sino siya? ,Entity
Ano ang ibig mong sabihin?,Entity
Ano ang gusto mong hingin?,Entity
Ano ang bagay na dapat gawin?,Entity
Ano ang salitang dapat kong sambitin?,Entity
Kailan ko kaya masasabi ang saloobing ito?,Entity
Alin ba sa dalawa?,Entity
Alin sa mga ito?,Entity
Alin ang naiba?,Entity
Alin dito?,Entity
Ano ang pangalan mo?,Entity
Ano ang nilalaro mo?,Entity
"Alin ang gusto mo, tubig, tsaa o kape?",Entity
"Alin ang bagay sa aking bistida, saya o pantalon?",Entity
"Alin ba sa tatlo gusto mong asignatura agham, matematika o antropolohiya?",Entity
Ano ang meron sa kanya na wala ako?,Entity
Ano ang ginagawa mo tuwing ikaw ay nag-iisa?,Entity
Alin ang tinutukoy mo?,Entity
Ano ang iyong pangalan?,Entity
Ano ang kinain mo?,Entity
Ano ang pangalan ng nanay mo?,Entity
Alin dito ang gusto mo?,Entity
Alin ang kailangan mo?,Entity
Alin ang gusto mong bilhin?,Entity
Ano nanaman ba ang kinain mo?,Entity
Anong puno ang hindi pwede akyatin?,Entity
Anong hayop ang kahawig ng mukha mo?,Entity
Alin sa pagpipilian ang sagot mo?,Entity
Alin dito ang gusto mo?,Entity
Alin sa mga cake na ito ang pinakamatamis?,Entity
Ano ang magandang inumin sa mainit na panahon?,Entity
Alin sa mga istasyon ang magaling sa larangan ng pagbabalita?,Entity
Ano ang sagot sa tanong?,Entity
"Alin sa mga gulay ng ""bahay kubo"" ang kinakain mo?",Entity
Alin sa mga kulay ang pinakamatingkad?,Entity
Ano ang paborito mong pelikula?,Entity
Ano ang ulam mo noong tanghalian?,Entity
Ano kaya ang kulay ng lightsaber ni Rizal?,Entity
Alin sa mga iyan ang tunay na bahay mo?,Entity
Alin dito ang gusto mong bilhin ko?,Entity
Alin sa mga mandala ng dayaming ito nakalagay ang karayom?,Entity
Ano ang paksa ng panitikan na itinuturing na pinakamahirap pag-aralan?,Entity
Alin sa mga kulay ng bahaghari ang pinakaunang nakikita ng ating mga mata?,Entity
Ano nga ba ang kailangan mo sa akin?,Entity
Ano ang gusto mong maabot sa buhay?,Entity
Ano ang iyong sagot?,Entity
Ano ba talaga?,Entity
"Alin ang gusto mo, dota o ako?",Entity
"Alin ang pipiliin mo, dota o ako?",Entity
Ano ang pangalan mo?,Entity
Ano ang gusto mo?,Entity
Ano ang hilig mo?,Entity
Alin Dito ang mas sulit?,Entity
Alin ang mas mahirap?,Entity
Alin sa dalawa?,Entity
Sino ang nagmamay-ari nito?,Entity
Ano ang tamang sagot?,Entity
Ano ang ginagawa niya?,Entity
Alin sa mga bagay na dala mo ang iyong gagamitin? ,Entity
Alin dito ang kakainin namin?,Entity
Alin doon ang mas kaya mong gawin?,Entity
Anong pakiramdam ng laging naiiwan?,Entity
Alin sa mga katangian ko ang ayaw mo na?,Entity
Alin sa mga magagandang alaala ang kinalimutan mo na?,Entity
Alin ang gusto mo?,Entity
Ano ang nais mo para sa akin?,Entity
Anong hilig mong pagkain?,Entity
Alin sa dalawa ang pipiliin mo?,Entity
Alin dito ang gusto mo?,Entity
Alin dyaan ang walang kwenta para sayo?,Entity
Ano ang pinakanagustohan mo sa kanya at sya ang pinili mo?,Entity
"Alin ang mas malaki, bulsa ni Doraemon o bag ni Dora?",Entity
"Alin ang mas masarap, cake sa Goldilocks o Red Ribbon?",Entity
"Alin ang mas masarap panghimagas, halo-halo o sorbetes?",Entity
Ano ang iyong pangalan?,Entity
Ano ba ang pagkakaintindi mo sa mga nabanggit ko?,Entity
Anong mga bagay ang nakahiligan mong gawin?,Entity
Alin dito ang gusto mo?,Entity
Alin ba sa dalawang damit na ito ang mas maganda?,Entity
Alin dyan ang nais mo ng itapon?,Entity
ano pangalan mo?,Entity
ano ba problema mo?,Entity
alin ang naiba?,Entity
alin diyan ang gusto mo?,Entity
alin ba dito ang pinapabili ni mama?,Entity
Ano ang pinakamalaking contribusyon ang nagawa mo para sa bayan?,Entity
"Ano ang mas mahalaga para sayo, seguridad o kalayaan?",Entity
"Alin ang mas mabigat, hustisya o ang paghiganti?",Entity
"Alin sa dalawa ang mas masarap, gatas na choco o choco na gatas?",Entity
"Alin ang mas mahalaga para sayo, kaligayahan o kayamanan?",Entity
Ano ang pangalan mo?,Entity
Ano ang hilig mong gawin para pang palipas ng oras?,Entity
Alin sa mga damit na ito ang gusto mo?,Entity
Alin sa mga sagot ang tama?,Entity
Alin dito ang kukunin mo?,Entity
"Ano ang importante, pag-aaral o lovelife?",Entity
"Ano ang nauna, manok o itlog?",Entity
Ano ang pinakaimportanteng bagay sa buhay mo?,Entity
Alin sa mga ito ang pipiliin mo?,Entity
Alin dito ang naiba?,Entity
Alin ang nasira?,Entity
Ano ang magandang iregalo sa boyfriend?,Entity
Ano ang kinakain ng tipaklong?,Entity
"Alin ang mas masakit, LDR o LMB?",Entity
"Alin ang mas mahalaga, lovelife o thesis?",Entity
"Alin ang matibay, Nike or Adidas?",Entity
Ano sa tagalog ang salitang indecisive?,Entity
Ano ang pinakamalaking ibon sa mundo?,Entity
Anong bagay ang gusto mong mapa saiyo?,Entity
Anu-ano ang mga karanasan na nangyari sa iyong buhay na hindi mo makalimutan?,Entity
Anong pagkain ang ayaw mo nang kainin?,Entity
"Alin ang mas maganda, ang tumulong sa kapwa o maglusta nang pera na hindi iyo?",Entity
"Alin ang mas gusto mo, ang buhay mo o buhay niya?",Entity
"Alin ang mas pabor sa iyo, na may oras ka sa pamilya mo o sa kaibigan mo?",Entity
Ano ang ginagawa mo ngayon?,Entity
Ano ang sinabi ng ating mga guro?,Entity
Anu-ano ang mga kinakailangan para sa ating proyekto?,Entity
Alin-alin diyan ang sayo?,Entity
Alin-alin dito ang itatapon?,Entity
Alin dito ang sa kanya?,Entity
Ano ang pinakamaliit na planeta?,Entity
Alin ang gusto mong bilhin?,Entity
"Alin ang mas masarap, J.Co o Krispy Kreme?",Entity
Ano ang paborito mong pagkain?,Entity
"Ano ang dapat sundin, ang isip o ang puso?",Entity
Alin ang na-iba?,Entity
Alin ang iyong nais?,Entity
Alin ang pipiliin mo?,Entity
Alin dito ang pinakamasarap?,Entity
Saan ba ako nagkulang?,Entity
Anong pagkain yan?,Entity
Alin ang naiiba sa lahat?,Entity
Alin sa kanila ang pipiliin niya?,Entity
Alin ang gusto mo?,Entity
Ano ang problema mo?,Entity
Alin ang naiiba sa dalawa?,Entity
Ano tunay na larawan ni Dr. Jose Rizal?,Entity
Ano ang pangalan ng aso ni Dr. Jose Rizal?,Entity
Alin ang mas gusto mo pagkain o pera?,Entity
Anong pangalan mo?,Entity
ano ang kulay ng damo?,Entity
alin ang maganda?,Entity
Ano ang pinakamaliit na buto sa katawan ng tao?,Entity
Ano ang kahinaan ng tao?,Entity
"Alin ang mas magandang tuluyan, apartment o duplex?",Entity
"Alin ang mas mahalaga, utak o puso?",Entity
"Alin ang mas maingay, busina o torotot?",Entity
"Alin ang mas malaki, bag ni Dora o bulsa ni Doraemon?",Entity
"Alin ang pipiliin mo, makagraduate ngayong sem o manalo ng 12 milyon sa lotto bukas?",Entity
Ano ang mas malaki backpack ni dora or bulsa ni doraemon?,Entity
Ano ang worlds no.2 shampoo?,Entity
Alin ang mas mahalaga pangalagaan natin ang sariling atin o tangkilikin nating ang ibang bansa?,Entity
Alin ang mas importante ang mamatay para sa bayan o mamatay para sa ibang bayan?,Entity
Alin mas nabigyan ng pansin ang mga banyagang kultura o ang sariling atin?,Entity
Ano ang pambansang ibon ng Pilipinas?,Entity
Ano ang pinakamahalagang katangian ng isang tao?,Entity
"Aling klima ang mas gusto mo, tag-init o tag-araw?",Entity
Alin kaya ang tamang daan?,Entity
Alin dyan?,Entity
Ano ang kailangan mo?,Entity
Ano ang gusto mo?,Entity
Ano ito para sa iyo?,Entity
Alin dito ang gusto mo?,Entity
Alin ang hindi bagay?,Entity
Alin ang maganda?,Entity
Alin sa mga ito ang naiiba? ,Entity
Alin sa mga bagay na ito ang hindi sayo? ,Entity
Saan ba naabot ang 20 pesos mo?,Entity
Ano na naman ang gagwin mo sa Cebu?,Entity
Alin ka ba sa tatlong iyan?,Entity
"Alin ang gusto mo sa dalawa, Bo's Coffee o Starbucks?",Entity
Ano siya para sa'yo?,Entity
Ano ang nagawa kong mali?,Entity
Alin ang gusto mo d'yan?,Entity
Alin ang naiba?,Entity
Alin ang tama?,Entity
Ano ang kailangan mo sa akin?,Entity
Ano ba ang mag magandang kulay na nababagay sa akin?,Entity
Alin dito ang naiiba?,Entity
Alin ang kanyang higit na magugustuhan?,Entity
Alin dito ang pinakamura? ,Entity
Ano ang iyong paboritong pagkain?,Entity
"Alin ang pipiliin mo, mansanas o dalandan?",Entity
Alin ang bagay para sa akin?,Entity
Alin dito ang tama?,Entity
Ano ang iyong paboritong pagkain?,Entity
"Alin ang pipiliin mo, mansanas o dalandan?",Entity
Alin ang bagay para sa akin?,Entity
Alin dito ang tama?,Entity
Anong kinain mo kagabi?,Entity
Alin dito ang sa'yo?,Entity
Alin ba ang iinumin mo?,Entity
Ano ang kinain mo kanina?,Entity
Ano ba ang makukuha ko?,Entity
Ano ang tawag sa pambansang ibon ng pilipinas?,Entity
Alin ang tama?,Entity
Alin sa kanila ang maganda?,Entity
Alin dito ang pinili mo?,Entity
Ano kaya ang nasa isip nya ngayon?,Entity
Alin ang mas gusto mo?,Entity
Alin ang mas makakapasaya sayo?,Entity
Alin ang mas mura?,Entity
Ano ang sinuot mo kahapon?,Entity
Ano ang gusto mong kainin?,Entity
Ano ang pangalan ng ina mo?,Entity
Sino ang pumatay sa aso ko?,Entity
Alin sa kanila ang gwapo?,Entity
Alin sa mga sapatos ang susuotin mo?,Entity
Alin dito ang naiiba?,Entity
Alin ang mas maganda?,Entity
Alin dito ang pinaka paborito ni Imelda?,Entity
Ano ang kailangan para sa pag gawa ng mango float?,Entity
Alin ang mas masarap na kape?,Entity
Alin ang pinakamahirap na tanong?,Entity
"Alin ang pinakamatamis na asukal, brown or white?",Entity
Alin ang pinakamayaman na bansa?,Entity
Alin ang pinakamasarap na pakiramdam sa mundo?,Entity
Alin dyan ang gusto mo?,Entity
Alin ang mas bagay sa akin?,Entity
Alin sa mga ito ang tama?,Entity
"Alin ang pipiliin mo, Kalabaw o kalaguyo?",Entity
Ano ang gusto mong kainin?,Entity
Ano ang paborito mong kanta?,Entity
Alin dito ang gusto mo?,Entity
Alin ang nararapat sa akin?,Entity
Alin ang mura dito?,Entity
Anong ang pangalan mo?,Entity
Ano ang kailangan mo sa kanya?,Entity
Ano ang bitbit mo kahapon sa skwelahan?,Entity
Alin ang mas mainam kainin sa dalawa?,Entity
Alin ang mas pipiliin mo?,Entity
Alin ang pinaka masarap sa tatlo?,Entity
Ano ang paborito mong pagkain?,Entity
Anong tatak na sapatos yung gusto mo?,Entity
Alin dito ang mas maganda?,Entity
Alin dito ang mas mura?,Entity
"Alin sa dalawa ang pipiliin mo, ang bag o ang sapatos?",Entity
Alin sa naka-display na damit ang bibilhin mo?,Entity
Alin sa mga damit mo ang hindi na kasya sa iyo?,Entity
Alin sa tatlo ang sagot?,Entity
Alin ang pipiliin mo?,Entity
Ano ang paborito mong ulam?,Entity
"Alin ang mas gusto mo, pizza o burger?",Entity
Alin ang naiba?,Entity
Alin dito ang mas mura?,Entity
Aling parte ng lechong manok ang paborito ni Marcos?,Entity
"Alin ang mas maganda, Loreal o Tresemme?",Entity
Alin sa mga katangahan mo ang pinakamatindi?,Entity
Alin sa sumusunod ang tamang sagot?,Entity
"Alin ang pipilin mo, matalino na baduy o bulakbol na gwapo?",Entity
Alin dito ang mas kaaya-aya?,Entity
Ano ang paborito mong pagkain?,Entity
Ano ang pangalan ng iyong aso?,Entity
Alin ang mas mahalaga para sa'yo? ,Entity
Alin dito ang kulay asul?,Entity
Alin ang mas mabigat? ,Entity
Alin sa mga minahal mo ang sobra kang nasaktan?,Entity
Alin sa lahat ng nangyari sa buhay mo ang pinakamasakit?,Entity
Ano ba ang paborito mong pagkain?,Entity
Alin sa mga regalong natanggap mo ang pinakagusto mo?,Entity
Alin sa mga nakasulat sa kahon ang tama?,Entity
Ano ang kinain mo kaninang umaga?,Entity
"Alin ang mas malapit sa puso mo, Aso o pusa? ",Entity
Ano iyang dala mo?,Entity
Alin ang naiba?,Entity
Alin diyan ang bibilhin mo?,Entity
Alin dito ang hindi nabibilang sa grupo?,Entity
Alin ang naiba?,Entity
Alin diyan ang gusto mo?,Entity
Alin sa mga damit ang kukunin mo?,Entity
Alin ba ang kanila ang mas magara?,Entity
Alin ba sa mga bagaheng ito ang sa iyo?,Entity
Alin ang naiba?,Entity
Alin ang natira?,Entity
Alin ang nawala?,Entity
Sino ang laman ng puso mo?,human
Sino ba siya?,human
Alin sa kanila ang nagustuhan mo?,human
Ano ba ako sa'yo?,human
Paano na ang puso kong nag-iisa?,human
Sino ako?,human
Sino ka ba?,human
Sino ang pumatay sa ipis?,human
Sino ba siya?,human
Sino ang nagtulak sa kanya sa hagdan?,human
Ano ang kailangan nila?,human
"Ano ang pangalan mo, babae?",human
Ano ang tawag sa taong palaging nagogoyo?,human
Sino ang nanay mo?,human
Sino dito ang takot sa aso?,human
Sino ang nagtapon ng pera sa basurahan?,human
Sino ang nagnakaw ng kuwaderno ni Isko?,human
Sino ang lapastangang nangahas na pumasok sa aking silid?,human
Aling bistida ang nais mong mapasaiyo?,human
Ano nga ba ako sa buhay mo?,human
Paano ko ba siya makilala?,human
Sino ba talaga ang gusto mo?,human
Sino ang pipiliiin mo?,human
Sino nga ba siya sa buhay mo?,human
Bakit nagmahal ka agad ng iba?,human
Sino ba kasi ang biglang nawala at hindi nagparamdam?,human
Sino ang naroon upang bigyan ka ng balikat na maiyakan?,human
Sino ba naman kasi ang nagsabing paniwalaan ko lahat ng mga pangako mo?,human
Sino ang lalaking kasama mo?,human
Alin sa mga ito ang maihahalintulad mo sa iyo?,human
Paano gamutin ang hindi masyadong malalim na sugat?,human
Sino ang maghuhugas ng pinggan mamaya?,human
Sino ang mas magaling sa kanilang dalawa?,human
Sino ang kumuha ng pera sa wallet ko kanina?,human
Alin ang mas mabigat sa kanilang dalawa?,human
Ano ang iyong pangalan?,human
Sino ba ako sa buhay mo?,human
Sino siya na pinili mo kaysa sakin?,human
Ano ang laman ng isip mo ngayon?,human
Paano kung may mahal na siyang iba?,human
Kailan darating ang aking walang hanggan?,human
Sino nga ba siya sa buhay mo na kaya mong saktan ang tulad ko?,human
